Order Id,order date (DateOrders),Order Status,Customer Id,Customer Fname,Customer Lname,Customer Segment,Customer City,Customer Country,Market,Order Region,Product Card Id,Product Name,Category Name,Product Price,Sales,Order Item Quantity,Order Item Discount,Order Item Total,Benefit per order,Order Profit Per Order
75930,2018-01-13 09:18:00,SUSPECTED_FRAUD,19483,Germane,Short,Corporate,Caguas,Puerto Rico,Pacific Asia,Eastern Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,55.72000122,272.0299988,130.5800018,130.5800018
75929,2018-01-13 08:57:00,PENDING,19482,Freya,Robbins,Consumer,Freeport,EE. UU.,Pacific Asia,Southeast Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,59.0,268.7600098,45.68999863,45.68999863
75928,2018-01-13 08:36:00,PENDING,19481,Cassandra,Jensen,Corporate,Salinas,EE. UU.,Pacific Asia,Southeast Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,65.55000305,262.2000122,21.76000023,21.76000023
75927,2018-01-13 08:15:00,COMPLETE,19480,Natalie,Mcfadden,Corporate,Caguas,Puerto Rico,Pacific Asia,South Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,81.94000244,245.8099976,24.57999992,24.57999992
75926,2018-01-13 07:54:00,PROCESSING,19479,Kimberley,Sharpe,Corporate,Peabody,EE. UU.,Pacific Asia,South Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,0.0,327.75,16.38999939,16.38999939
75925,2018-01-13 07:33:00,COMPLETE,19478,Sade,Lancaster,Corporate,Caguas,Puerto Rico,Pacific Asia,South Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,3.279999971,324.4700012,-259.5799866,-259.5799866
75924,2018-01-13 07:12:00,PENDING_PAYMENT,19477,Brynne,Giles,Corporate,Canovanas,Puerto Rico,Pacific Asia,Eastern Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,6.559999943,321.2000122,-246.3600006,-246.3600006
75923,2018-01-13 06:51:00,CLOSED,19476,Ciara,Bird,Corporate,Paramount,EE. UU.,Pacific Asia,South Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,9.829999924,317.9200134,23.84000015,23.84000015
75922,2018-01-13 06:30:00,COMPLETE,19475,Bo,Griffin,Consumer,Caguas,Puerto Rico,Pacific Asia,South Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,13.10999966,314.6400146,102.2600021,102.2600021
75921,2018-01-13 06:09:00,PENDING_PAYMENT,19474,Kim,Simon,Consumer,Mount Prospect,EE. UU.,Pacific Asia,South Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,16.38999939,311.3599854,87.18000031,87.18000031
75920,2018-01-13 05:48:00,PROCESSING,19473,Kellie,Farmer,Corporate,Long Beach,EE. UU.,Pacific Asia,South Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,18.03000069,309.7200012,154.8600006,154.8600006
75919,2018-01-13 05:27:00,PENDING,19472,Alma,Conley,Corporate,Caguas,Puerto Rico,Pacific Asia,South Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,22.94000053,304.8099976,82.30000305,82.30000305
75918,2018-01-13 05:06:00,PENDING,19471,Yeo,Bird,Corporate,Rancho Cordova,EE. UU.,Pacific Asia,Oceania,1360,Smart watch,Sporting Goods,327.75,327.75,1,29.5,298.25,22.37000084,22.37000084
75917,2018-01-13 04:45:00,CANCELED,19470,Lucy,Mcknight,Corporate,Caguas,Puerto Rico,Pacific Asia,Oceania,1360,Smart watch,Sporting Goods,327.75,327.75,1,32.77999878,294.980011,17.70000076,17.70000076
75916,2018-01-13 04:24:00,SUSPECTED_FRAUD,19469,Simone,Vance,Corporate,Billings,EE. UU.,Pacific Asia,Oceania,1360,Smart watch,Sporting Goods,327.75,327.75,1,39.33000183,288.4200134,90.27999878,90.27999878
75915,2018-01-13 04:03:00,COMPLETE,19468,Roary,Wheeler,Corporate,Caguas,Puerto Rico,Pacific Asia,Oceania,1360,Smart watch,Sporting Goods,327.75,327.75,1,42.61000061,285.1400146,131.1699982,131.1699982
75914,2018-01-13 03:42:00,PENDING,19467,Quail,Ashley,Consumer,Wilkes Barre,EE. UU.,Pacific Asia,Oceania,1360,Smart watch,Sporting Goods,327.75,327.75,1,49.15999985,278.5899963,90.54000092,90.54000092
75913,2018-01-13 03:21:00,PENDING_PAYMENT,19466,Hannah,Velez,Corporate,Caguas,Puerto Rico,Pacific Asia,Eastern Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,52.43999863,275.3099976,82.58999634,82.58999634
75912,2018-01-13 03:00:00,COMPLETE,19465,Evelyn,Kelly,Corporate,Roseville,EE. UU.,Pacific Asia,Eastern Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,55.72000122,272.0299988,-17.13999939,-17.13999939
75911,2018-01-13 02:39:00,PROCESSING,19464,Jael,Mcfarland,Consumer,Bellflower,EE. UU.,Pacific Asia,Eastern Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,59.0,268.7600098,23.64999962,23.64999962
75910,2018-01-13 02:18:00,ON_HOLD,19463,Teagan,Romero,Consumer,Caguas,Puerto Rico,Pacific Asia,Eastern Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,65.55000305,262.2000122,73.41999817,73.41999817
75909,2018-01-13 01:57:00,COMPLETE,19462,Joan,Wilder,Consumer,Wheaton,EE. UU.,Pacific Asia,South Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,81.94000244,245.8099976,113.0699997,113.0699997
75908,2018-01-13 01:36:00,PENDING_PAYMENT,19461,Basia,Watts,Consumer,Caguas,Puerto Rico,Pacific Asia,South Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,0.0,327.75,24.57999992,24.57999992
75907,2018-01-13 01:15:00,COMPLETE,19460,Dominique,Rogers,Consumer,Detroit,EE. UU.,Pacific Asia,Eastern Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,3.279999971,324.4700012,-97.33999634,-97.33999634
75906,2018-01-13 00:54:00,PENDING_PAYMENT,19459,Ainsley,Mathis,Consumer,Dallas,EE. UU.,Pacific Asia,Eastern Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,6.559999943,321.2000122,-425.5799866,-425.5799866
75905,2018-01-13 00:33:00,PENDING_PAYMENT,19458,Aurora,Sharp,Corporate,Caguas,Puerto Rico,Pacific Asia,Southeast Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,9.829999924,317.9200134,152.6000061,152.6000061
75904,2018-01-13 00:12:00,CLOSED,19457,Libby,Bray,Corporate,Carlisle,EE. UU.,Pacific Asia,South Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,13.10999966,314.6400146,151.0299988,151.0299988
75903,2018-01-12 23:51:00,COMPLETE,19456,Amy,Lindsay,Corporate,Dallas,EE. UU.,Pacific Asia,Oceania,1360,Smart watch,Sporting Goods,327.75,327.75,1,16.38999939,311.3599854,62.27000046,62.27000046
75902,2018-01-12 23:30:00,COMPLETE,19455,Ivory,Parks,Consumer,Caguas,Puerto Rico,Pacific Asia,Oceania,1360,Smart watch,Sporting Goods,327.75,327.75,1,18.03000069,309.7200012,35.0,35.0
75901,2018-01-12 23:09:00,CANCELED,19454,Karina,Prince,Consumer,Newark,EE. UU.,Pacific Asia,Oceania,1360,Smart watch,Sporting Goods,327.75,327.75,1,22.94000053,304.8099976,57.29999924,57.29999924
75900,2018-01-12 22:48:00,PENDING_PAYMENT,19453,Deanna,Goff,Consumer,Panorama City,EE. UU.,Pacific Asia,Southeast Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,29.5,298.25,143.1600037,143.1600037
75899,2018-01-12 22:27:00,COMPLETE,19452,Dacey,Walters,Home Office,Caguas,Puerto Rico,Pacific Asia,Southeast Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,32.77999878,294.980011,135.6900024,135.6900024
75898,2018-01-12 22:05:00,CLOSED,19451,Adele,Pennington,Home Office,Atlanta,EE. UU.,Pacific Asia,Southeast Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,39.33000183,288.4200134,132.6699982,132.6699982
75897,2018-01-12 21:44:00,PENDING_PAYMENT,19450,Sybill,Spencer,Home Office,Caguas,Puerto Rico,Pacific Asia,Southeast Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,42.61000061,285.1400146,119.7600021,119.7600021
75896,2018-01-12 21:23:00,COMPLETE,19449,Kay,Sandoval,Consumer,Fremont,EE. UU.,Pacific Asia,Oceania,1360,Smart watch,Sporting Goods,327.75,327.75,1,49.15999985,278.5899963,31.47999954,31.47999954
75895,2018-01-12 21:02:00,PENDING,19448,Stacy,Mckinney,Corporate,Caguas,Puerto Rico,Pacific Asia,South Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,52.43999863,275.3099976,86.16999817,86.16999817
75894,2018-01-12 20:41:00,PENDING,19447,Marah,Lara,Corporate,Rochester,EE. UU.,Pacific Asia,South Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,55.72000122,272.0299988,130.5800018,130.5800018
75893,2018-01-12 20:20:00,PROCESSING,19446,Taylor,Wood,Corporate,Dallas,EE. UU.,Pacific Asia,Eastern Asia,1360,Smart watch,Sporting Goods,327.75,327.75,1,59.0,268.7600098,0.0,0.0
28744,2016-02-24 13:57:00,PENDING_PAYMENT,9083,Mary,Frank,Home Office,Bayamon,Puerto Rico,Pacific Asia,South Asia,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,119.9800034,2,4.800000191,115.1800003,-30.75,-30.75
45461,2016-10-25 14:39:00,PENDING_PAYMENT,4741,Mary,Smith,Home Office,Caguas,Puerto Rico,Pacific Asia,West Asia,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99000168,79.98000336,2,0.800000012,79.18000031,-122.7300034,-122.7300034
31115,2016-03-30 04:37:00,PENDING_PAYMENT,639,Elizabeth,Pittman,Home Office,Caguas,Puerto Rico,Pacific Asia,Oceania,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,100.0,2,4.0,96.0,33.59999847,33.59999847
45766,2016-10-30 01:31:00,PENDING_PAYMENT,9702,Katherine,Tyler,Home Office,Caguas,Puerto Rico,Pacific Asia,West Asia,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99000168,79.98000336,2,4.0,75.98000336,24.69000053,24.69000053
47752,2016-11-28 01:18:00,PENDING_PAYMENT,9114,Mary,Smith,Home Office,Caguas,Puerto Rico,Pacific Asia,Eastern Asia,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,100.0,2,9.0,91.0,9.100000381,9.100000381
50054,2016-12-31 15:47:00,PENDING_PAYMENT,1362,Dennis,Smith,Home Office,Caguas,Puerto Rico,Pacific Asia,West Asia,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,100.0,2,13.0,87.0,-21.75,-21.75
20365,2015-10-25 06:24:00,PENDING_PAYMENT,8011,Mary,Hill,Home Office,Caguas,Puerto Rico,Pacific Asia,South Asia,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,100.0,2,18.0,82.0,6.150000095,6.150000095
36146,2016-06-11 15:12:00,PENDING_PAYMENT,3296,Mary,Smith,Home Office,Caguas,Puerto Rico,USCA,West of USA,278,Under Armour Men's Compression EV SL Slide,Electronics,44.99000168,89.98000336,2,15.30000019,74.68000031,22.40999985,22.40999985
41234,2016-08-24 21:45:00,PENDING_PAYMENT,3182,Frances,Smith,Home Office,Caguas,Puerto Rico,USCA,West of USA,249,Under Armour Women's Micro G Skulpt Running S,Boxing & MMA,54.97000122,109.9400024,2,19.79000092,90.15000153,25.23999977,25.23999977
32090,2016-04-13 10:12:00,PENDING_PAYMENT,7864,Alice,Smith,Home Office,Caguas,Puerto Rico,USCA,West of USA,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,119.9800034,2,2.400000095,117.5800018,30.5699997,30.5699997
34773,2016-05-22 14:10:00,PENDING_PAYMENT,11169,Kyle,Thomas,Home Office,Caguas,Puerto Rico,USCA,US Center,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,119.9800034,2,24.0,95.98000336,46.0699997,46.0699997
44046,2016-10-04 22:55:00,PENDING_PAYMENT,5197,Brenda,Jordan,Home Office,Caguas,Puerto Rico,Africa,West Africa,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.98999786,299.9700012,3,36.0,263.9700012,-184.7799988,-184.7799988
46414,2016-11-08 12:32:00,PENDING_PAYMENT,1535,Frank,Livingston,Home Office,Caguas,Puerto Rico,Africa,Central Africa,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99000168,119.9700012,3,6.0,113.9700012,38.75,38.75
46599,2016-11-11 05:21:00,PENDING_PAYMENT,6122,Johnny,Smith,Home Office,Caguas,Puerto Rico,Africa,West Africa,917,Glove It Women's Mod Oval 3-Zip Carry All Gol,Trade-In,21.98999977,65.97000122,3,1.980000019,63.99000168,-3.650000095,-3.650000095
48434,2016-12-08 00:14:00,PENDING_PAYMENT,9451,Mary,Smith,Home Office,Caguas,Puerto Rico,Africa,North Africa,828,Bridgestone e6 Straight Distance NFL San Dieg,Electronics,31.98999977,95.97000122,3,16.30999947,79.66000366,38.22999954,38.22999954
12827,2015-07-07 05:31:00,PENDING_PAYMENT,542,Mary,Smith,Home Office,Caguas,Puerto Rico,Europe,Western Europe,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.98999786,299.9700012,3,6.0,293.9700012,129.3500061,129.3500061
63936,2017-07-22 07:16:00,PENDING_PAYMENT,11329,Hannah,Smith,Home Office,Caguas,Puerto Rico,Europe,Western Europe,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.98999786,299.9700012,3,30.0,269.9700012,132.2899933,132.2899933
65030,2017-08-07 06:33:00,PENDING_PAYMENT,3570,Mary,Nelson,Home Office,Caguas,Puerto Rico,Europe,Western Europe,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.98999786,299.9700012,3,74.98999786,224.9799957,76.04000092,76.04000092
18108,2015-09-22 07:41:00,PENDING_PAYMENT,650,Austin,Sexton,Home Office,Caguas,Puerto Rico,Europe,Western Europe,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,179.9700012,3,3.599999905,176.3699951,81.12999725,81.12999725
62571,2017-07-02 09:03:00,PENDING_PAYMENT,9353,Michael,Scott,Home Office,Caguas,Puerto Rico,Europe,Northern Europe,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,179.9700012,3,12.60000038,167.3699951,43.52000046,43.52000046
17162,2015-09-08 12:15:00,PENDING_PAYMENT,54,Mary,Olson,Home Office,Caguas,Puerto Rico,Europe,Northern Europe,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,179.9700012,3,16.20000076,163.7700043,68.77999878,68.77999878
65922,2017-08-20 07:03:00,PENDING_PAYMENT,12151,Vincent,Krueger,Home Office,Caguas,Puerto Rico,Europe,Western Europe,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,179.9700012,3,18.0,161.9700012,40.49000168,40.49000168
63936,2017-07-22 07:16:00,PENDING_PAYMENT,11329,Hannah,Smith,Home Office,Caguas,Puerto Rico,Europe,Western Europe,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,150.0,3,10.5,139.5,20.93000031,20.93000031
64813,2017-08-04 02:31:00,PENDING_PAYMENT,10018,Gregory,Rodriguez,Home Office,Caguas,Puerto Rico,Europe,Northern Europe,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99000168,119.9700012,3,12.0,107.9700012,12.19999981,12.19999981
67892,2017-09-18 01:14:00,PENDING_PAYMENT,3182,Frances,Smith,Home Office,Caguas,Puerto Rico,Europe,Western Europe,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,150.0,3,37.5,112.5,12.71000004,12.71000004
12525,2015-07-02 19:42:00,PENDING_PAYMENT,4936,Kyle,Smith,Home Office,Caguas,Puerto Rico,Europe,Western Europe,917,Glove It Women's Mod Oval 3-Zip Carry All Gol,Trade-In,21.98999977,65.97000122,3,10.56000042,55.40999985,7.760000229,7.760000229
5895,2015-03-28 00:55:00,PENDING_PAYMENT,8707,Lisa,Smith,Home Office,Caguas,Puerto Rico,LATAM,Central America,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.98999786,299.9700012,3,0.0,299.9700012,101.3899994,101.3899994
56359,2017-04-02 16:43:00,PENDING_PAYMENT,1025,Megan,Todd,Home Office,Caguas,Puerto Rico,LATAM,Central America,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,179.9700012,3,1.799999952,178.1699982,-285.0700073,-285.0700073
58613,2017-05-05 14:23:00,PENDING_PAYMENT,8831,Mary,Smith,Home Office,Caguas,Puerto Rico,LATAM,Central America,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,179.9700012,3,9.0,170.9700012,42.74000168,42.74000168
7824,2015-04-25 04:44:00,PENDING_PAYMENT,10679,Mary,Smith,Home Office,Caguas,Puerto Rico,LATAM,Caribbean,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,179.9700012,3,9.899999619,170.0700073,49.3199997,49.3199997
7814,2015-04-25 01:14:00,PENDING_PAYMENT,5007,Mary,Smith,Home Office,Caguas,Puerto Rico,LATAM,South America,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,179.9700012,3,12.60000038,167.3699951,80.33999634,80.33999634
7814,2015-04-25 01:14:00,PENDING_PAYMENT,5007,Mary,Smith,Home Office,Caguas,Puerto Rico,LATAM,South America,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,179.9700012,3,16.20000076,163.7700043,-26.69000053,-26.69000053
60807,2017-06-06 15:03:00,PENDING_PAYMENT,9854,Mary,Smith,Home Office,Caguas,Puerto Rico,LATAM,Caribbean,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,179.9700012,3,27.0,152.9700012,-117.3300018,-117.3300018
53413,2017-02-18 16:36:00,PENDING_PAYMENT,376,Grace,Sanchez,Home Office,Caguas,Puerto Rico,LATAM,South America,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99000168,179.9700012,3,27.0,152.9700012,47.88000107,47.88000107
7888,2015-04-26 03:10:00,PENDING_PAYMENT,5417,Dennis,Meyer,Home Office,Caguas,Puerto Rico,LATAM,Central America,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,150.0,3,0.0,150.0,72.0,72.0
6783,2015-04-10 00:02:00,PENDING_PAYMENT,10759,Douglas,Smith,Home Office,Caguas,Puerto Rico,LATAM,Central America,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99000168,119.9700012,3,4.800000191,115.1699982,29.94000053,29.94000053
56973,2017-04-11 15:49:00,PENDING_PAYMENT,8541,Mary,Smith,Home Office,Caguas,Puerto Rico,LATAM,South America,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,150.0,3,6.0,144.0,23.46999931,23.46999931
7824,2015-04-25 04:44:00,PENDING_PAYMENT,10679,Mary,Smith,Home Office,Caguas,Puerto Rico,LATAM,Caribbean,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,150.0,3,7.5,142.5,68.40000153,68.40000153
55155,2017-03-16 02:54:00,PENDING_PAYMENT,3752,Mary,Vega,Home Office,Caguas,Puerto Rico,LATAM,Central America,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,150.0,3,10.5,139.5,43.65999985,43.65999985
5991,2015-03-29 10:33:00,PENDING_PAYMENT,4673,Wayne,Hodges,Home Office,Caguas,Puerto Rico,LATAM,Central America,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,150.0,3,18.0,132.0,13.19999981,13.19999981
2263,2015-02-03 00:28:00,PENDING_PAYMENT,5367,Mary,Mccormick,Home Office,Caguas,Puerto Rico,LATAM,Central America,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,150.0,3,18.0,132.0,46.20000076,46.20000076
2263,2015-02-03 00:28:00,PENDING_PAYMENT,5367,Mary,Mccormick,Home Office,Caguas,Puerto Rico,LATAM,Central America,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,150.0,3,19.5,130.5,10.43999958,10.43999958
53403,2017-02-18 13:05:00,PENDING_PAYMENT,10485,Mary,Smith,Home Office,Caguas,Puerto Rico,LATAM,Central America,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,150.0,3,25.5,124.5,15.56000042,15.56000042
51298,2017-01-18 19:37:00,PENDING_PAYMENT,9272,Ronald,Blackwell,Home Office,Caguas,Puerto Rico,LATAM,South America,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99000168,119.9700012,3,20.38999939,99.58000183,32.86000061,32.86000061
4919,2015-03-13 18:59:00,PENDING,647,Mary,Rios,Consumer,Caguas,Puerto Rico,LATAM,South America,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,250.0,5,10.0,240.0,9.600000381,9.600000381
52640,2017-02-07 09:47:00,PENDING,6398,Tammy,Smith,Consumer,Caguas,Puerto Rico,LATAM,South America,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99000168,199.9499969,5,10.0,189.9499969,55.09000015,55.09000015
6358,2015-04-03 19:08:00,PENDING,4209,Mary,Lara,Consumer,Caguas,Puerto Rico,LATAM,South America,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99000168,199.9499969,5,11.0,188.9499969,68.58999634,68.58999634
57106,2017-04-13 14:25:00,PENDING,8917,Mary,Smith,Consumer,Caguas,Puerto Rico,LATAM,South America,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,250.0,5,13.75,236.25,51.97999954,51.97999954
6245,2015-04-02 03:33:00,PENDING,7784,Mary,Smith,Consumer,Caguas,Puerto Rico,LATAM,South America,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,250.0,5,13.75,236.25,-23.62999916,-23.62999916
52166,2017-01-31 11:43:00,PENDING,1425,Christina,Harvey,Consumer,Caguas,Puerto Rico,LATAM,Caribbean,642,Columbia Men's PFG Anchor Tough T-Shirt,Shop By Sport,30.0,150.0,5,13.5,136.5,66.88999939,66.88999939
56172,2017-03-30 23:12:00,PENDING,2737,Mary,Smith,Consumer,Caguas,Puerto Rico,LATAM,Caribbean,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99000168,199.9499969,5,18.0,181.9499969,11.46000004,11.46000004
55829,2017-03-25 23:02:00,PENDING,6428,Mary,Smith,Consumer,Caguas,Puerto Rico,LATAM,Caribbean,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,250.0,5,25.0,225.0,22.5,22.5
52478,2017-02-05 01:01:00,PENDING,6543,Alexander,Smith,Consumer,Caguas,Puerto Rico,LATAM,Central America,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,250.0,5,25.0,225.0,67.5,67.5
57242,2017-04-15 14:04:00,PENDING,3990,Sandra,Smith,Consumer,Guayama,Puerto Rico,LATAM,Central America,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99000168,199.9499969,5,25.98999977,173.9600067,78.27999878,78.27999878
3137,2015-02-15 18:40:00,PENDING,8524,Ruth,Farrell,Consumer,Caguas,Puerto Rico,LATAM,Central America,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,250.0,5,32.5,217.5,104.4000015,104.4000015
60127,2017-05-27 16:48:00,PENDING,9204,Mary,Harris,Consumer,Caguas,Puerto Rico,LATAM,South America,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,250.0,5,32.5,217.5,47.84999847,47.84999847
3828,2015-02-25 20:46:00,PENDING,11761,Lauren,Coleman,Consumer,Caguas,Puerto Rico,LATAM,Central America,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99000168,199.9499969,5,29.98999977,169.9600067,44.18999863,44.18999863
60386,2017-05-31 11:33:00,PENDING,9554,Mary,Hayes,Consumer,Caguas,Puerto Rico,LATAM,South America,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,250.0,5,37.5,212.5,8.5,8.5
973,2015-01-15 04:32:00,PENDING,5118,Mary,Smith,Consumer,Caguas,Puerto Rico,LATAM,Caribbean,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99000168,199.9499969,5,31.98999977,167.9600067,83.98000336,83.98000336
57999,2017-04-26 15:16:00,PENDING,5506,Gregory,Smith,Consumer,Caguas,Puerto Rico,LATAM,Central America,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,250.0,5,42.5,207.5,70.13999939,70.13999939
54585,2017-03-07 19:12:00,PENDING,1423,Mary,Day,Consumer,Caguas,Puerto Rico,LATAM,South America,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,250.0,5,42.5,207.5,72.62999725,72.62999725
